Genre,Reports,Age,Gpa,Year,Count,Gender,Translate
Athletics and sports,The athletic facilities are not well-maintained and are often dirty and overcrowded.,23,0.98,5,1,F,Fasilitas atletik tidak terpelihara dengan baik dan seringkali kotor serta penuh sesak.
Athletics and sports,The athletic eligibility requirements are too strict and limit the number of students who can participate in sports programs.,25,2.13,1,1,F,Persyaratan kelayakan atletik terlalu ketat dan membatasi jumlah siswa yang dapat berpartisipasi dalam program olahraga.
Athletics and sports,I'm frustrated with the lack of resources available to athletes who suffer from injuries or other medical concerns.,17,1.57,3,1,F,Saya frustrasi dengan kurangnya sumber daya yang tersedia bagi atlet yang menderita cedera atau masalah medis lainnya.
Athletics and sports,The sports team culture is not inclusive and often feels like a popularity contest.,18,02.03,3,1,F,Budaya tim olahraga tidak inklusif dan sering kali terasa seperti kontes popularitas.
Athletics and sports," I've noticed a clear gender inequality within the sports program, and it's time for the university to take action.",25,0.27,4,1,F," Saya melihat adanya ketidaksetaraan gender dalam program olahraga, dan inilah saatnya bagi universitas untuk mengambil tindakan."
Athletics and sports," The university needs to ensure Title IX compliance and provide equal opportunities for all athletes, regardless of gender.",17,2.75,1,1,F," Universitas perlu memastikan kepatuhan terhadap Judul IX dan memberikan kesempatan yang sama bagi semua atlet, tanpa memandang gender."
Athletics and sports,The limited access to athletic facilities makes it challenging to train effectively and reach my goals.,18,01.03,1,1,M,Terbatasnya akses terhadap fasilitas atletik membuat saya sulit berlatih secara efektif dan mencapai tujuan saya.
Athletics and sports,The athletic eligibility requirements don't take into account the unique circumstances of each athlete and can be unfair.,18,2.41,1,1,F,Persyaratan kelayakan atletik tidak memperhitungkan keadaan unik setiap atlet dan mungkin tidak adil.
Athletics and sports," The university needs to invest in better medical resources for athletes, as the current options are insufficient.",25,1.61,4,1,F," Universitas perlu berinvestasi pada sumber daya medis yang lebih baik bagi para atlet, karena pilihan yang ada saat ini tidak mencukupi."
Athletics and sports,The sports team culture needs to be more inclusive and welcoming to all members.,24,2.6,2,1,F,Budaya tim olahraga harus lebih inklusif dan ramah terhadap semua anggota.
Athletics and sports,I've experienced gender inequality within the sports program and feel that it's a significant issue that needs to be addressed.,26,3.75,3,1,M,Saya pernah mengalami ketidaksetaraan gender dalam program olahraga dan merasa bahwa ini adalah masalah penting yang perlu diatasi.
Athletics and sports,The university needs to take steps to ensure Title IX compliance and create a level playing field for all athletes.,18,3.35,4,1,F,Universitas perlu mengambil langkah-langkah untuk memastikan kepatuhan Judul IX dan menciptakan lapangan bermain yang setara bagi semua atlet.
Athletics and sports,I feel frustrated with the limited access to the athletic facilities on campus. It's hard to stay active and healthy when you can't even use the gym when you want to.,22,2,2,1,F,Saya merasa frustasi dengan terbatasnya akses terhadap fasilitas atletik di kampus. Sulit untuk tetap aktif dan sehat ketika Anda bahkan tidak bisa menggunakan gym saat Anda mau.
Athletics and sports,The athletic eligibility requirements for sports teams are so strict. It's unfair that some students can't participate just because they don't meet certain criteria.,24,1.75,3,1,F,Persyaratan kelayakan atletik untuk tim olahraga sangat ketat. Tidak adil jika beberapa siswa tidak dapat berpartisipasi hanya karena mereka tidak memenuhi kriteria tertentu.
Athletics and sports,I'm concerned about the injuries that happen during sports games and practices. The university needs to prioritize the health and safety of its athletes.,21,1.62,5,1,M,Saya prihatin dengan cedera yang terjadi selama pertandingan dan latihan olahraga. Universitas perlu memprioritaskan kesehatan dan keselamatan atletnya.
Athletics and sports,I've noticed that the sports team culture on campus can be exclusive and elitist. It makes it hard for newcomers to feel welcome.,18,1.16,2,1,F,Saya memperhatikan bahwa budaya tim olahraga di kampus bisa jadi eksklusif dan elitis. Hal ini menyulitkan pendatang baru untuk merasa diterima.
Athletics and sports,Gender inequality in sports is a serious issue that needs to be addressed. Women's sports teams should be given the same opportunities and resources as men's teams.,24,2.69,3,1,F,Ketidaksetaraan gender dalam olahraga merupakan permasalahan serius yang perlu diatasi. Tim olahraga wanita harus diberikan kesempatan dan sumber daya yang sama seperti tim pria.
Athletics and sports,"I'm disappointed with the lack of support for student athletes. It's hard to balance sports and academics, and more resources need to be provided to help athletes succeed.",17,3.36,4,1,M,"Saya kecewa dengan kurangnya dukungan terhadap atlet pelajar. Sulit untuk menyeimbangkan olahraga dan akademis, dan lebih banyak sumber daya perlu disediakan untuk membantu atlet sukses."
Athletics and sports,The Title IX compliance of the university's sports programs is concerning. It's important to make sure that all students are treated fairly and given equal opportunities.,22,3.77,5,1,M,Kepatuhan Judul IX terhadap program olahraga universitas sangat memprihatinkan. Penting untuk memastikan bahwa semua siswa diperlakukan secara adil dan diberi kesempatan yang sama.
Athletics and sports,It's frustrating that there are limited options for sports and athletics programs on campus. More variety would be appreciated.,24,0.27,1,1,M,Sungguh membuat frustrasi karena terbatasnya pilihan program olahraga dan atletik di kampus. Lebih banyak variasi akan dihargai.
Athletics and sports,I'm concerned about the lack of diversity on the sports teams. It's important for all students to feel represented and included.,27,1.2,5,1,M,Saya prihatin dengan kurangnya keragaman dalam tim olahraga. Penting bagi semua siswa untuk merasa terwakili dan dilibatkan.
Athletics and sports,Athletic facilities are often overcrowded and difficult to access. This makes it hard to stay motivated to exercise and stay active.,18,1.16,3,1,M,Fasilitas atletik seringkali penuh sesak dan sulit diakses. Hal ini membuat sulit untuk tetap termotivasi untuk berolahraga dan tetap aktif.
Athletics and sports,The athletic eligibility requirements can be confusing and hard to navigate. The university should provide clearer guidelines and resources to help students understand the process.,17,0.53,4,1,M,Persyaratan kelayakan atletik dapat membingungkan dan sulit dinavigasi. Universitas harus memberikan pedoman dan sumber daya yang lebih jelas untuk membantu mahasiswa memahami prosesnya.
Athletics and sports,The university needs to prioritize the health and wellbeing of its student athletes. This includes providing adequate medical resources and support.,22,0.47,1,1,F,Universitas perlu memprioritaskan kesehatan dan kesejahteraan atlet mahasiswanya. Hal ini termasuk menyediakan sumber daya dan dukungan medis yang memadai.
Athletics and sports,The sports team culture on campus can be toxic and harmful. It's important for the university to promote a positive and inclusive environment.,22,2.68,2,1,F,Budaya tim olahraga di kampus bisa menjadi racun dan berbahaya. Penting bagi universitas untuk mempromosikan lingkungan yang positif dan inklusif.
Athletics and sports,Gender inequality in sports is unacceptable. The university needs to do more to support and empower women athletes.,26,01.05,2,1,F,Ketidaksetaraan gender dalam olahraga tidak bisa diterima. Universitas perlu berbuat lebih banyak untuk mendukung dan memberdayakan atlet perempuan.
Athletics and sports,It's disappointing that there are limited opportunities for students who aren't interested in traditional sports. More alternative options would be appreciated.,18,0.2,1,1,M,Sangat mengecewakan bahwa terbatasnya kesempatan bagi siswa yang tidak tertarik pada olahraga tradisional. Opsi alternatif lainnya akan dihargai.
Athletics and sports,The lack of resources for student athletes is frustrating. It's hard to succeed in sports and academics without proper support.,22,0.7,2,1,F,Kurangnya sumber daya bagi atlet pelajar membuat frustrasi. Sulit untuk berhasil dalam olahraga dan akademik tanpa dukungan yang tepat.
Athletics and sports,The university needs to make sure that all sports programs are compliant with Title IX regulations. Discrimination should not be tolerated.,22,3.45,3,1,M,Universitas perlu memastikan bahwa semua program olahraga mematuhi peraturan Judul IX. Diskriminasi tidak boleh ditoleransi.
Athletics and sports," Athletic facilities should be accessible to all students, regardless of their major or athletic eligibility. Everyone should have the opportunity to stay active and healthy.",23,3.88,3,1,M," Fasilitas atletik harus dapat diakses oleh semua siswa, terlepas dari jurusan atau kelayakan atletik mereka. Setiap orang harus mempunyai kesempatan untuk tetap aktif dan sehat."
Athletics and sports,I'm concerned about the lack of diversity among the coaches and staff of the sports teams. It's important for students to have role models and mentors who look like them.,16,1.58,1,1,M,Saya prihatin dengan kurangnya keragaman di antara pelatih dan staf tim olahraga. Penting bagi siswa untuk memiliki panutan dan mentor yang mirip dengan mereka.
Athletics and sports,Sports-related injuries can have long-lasting effects on a student's health and wellbeing. It's important for the university to take preventative measures and prioritize safety.,26,0.33,5,1,F,Cedera yang berhubungan dengan olahraga dapat mempunyai dampak jangka panjang terhadap kesehatan dan kesejahteraan siswa. Penting bagi universitas untuk mengambil tindakan pencegahan dan memprioritaskan keselamatan.
